pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
3583,203,17,17041,400700,115500,NA,W,7000,132,NA,1,1,6,3,3,3,1,5,1,1,2,2,1,2,2,2,2,7,NA,NA,NA,0,1664,2,1,5,1,NA,1,EVANSTON,60201,4431,0.6316858496953284,0.05664635522455427,0.1841570751523358,0.0941096817874069,0.06070864364703227,24582,Evanston,0,0,6,1,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,36406,FALSE,FALSE,TRUE
3584,206,33,33020,920580,155400,NA,T,14800,93,NA,2,3,13,7,1,1,1,5,1,2,1,4,2,2,2,1,2,3,2,1,2,0,4555,2,1,2,3,NA,NA,RIVER FOREST,60305,5895,0.7974554707379135,0.07684478371501273,0.04359626802374894,0.06870229007633588,0.02680237489397794,64304,River Forest,0,0,4,1,0,0,SCHOOL DISTRICT 90,CONSOLIDATED HIGH SCHOOL  200,10.646,126250,FALSE,TRUE,TRUE
3585,204,20,20080,254070,37490,NA,W,4166,98,NA,3,1,9,5,1,1,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,2469,2,1,5,1,NA,1,ELMWOOD PARK,60707,5136,0.5112928348909658,0.0058411214953271,0.0212227414330218,0.4559968847352025,0.01129283489096573,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,43587,FALSE,TRUE,TRUE
3586,203,72,72423,138130,71200,NA,W,7495,67,NA,2,1,6,3,1,1,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1232,2,1,1,NA,NA,NA,CHICAGO,60655,3032,0.6101583113456465,0.3308047493403694,0,0.05903693931398417,0,14000,Chicago,0,0,1,0,0,0,CLISSOLD,MORGAN PARK HS,6.908,88224,FALSE,TRUE,TRUE
3587,234,71,71042,231930,84180,NA,W,4431,65,NA,2,4,7,4,3,1,1,2,1,0,3,2,0,2,2,2,2,1,2,2,2,0,1876,2,1,4,NA,NA,2,CHICAGO,60625,7265,0.45340674466620784,0.0565726083964212,0.18692360633172747,0.23606331727460428,0.13227804542326221,14000,Chicago,0,0,1,0,0,0,BUDLONG,AMUNDSEN HS,6.884772382397572,40011,FALSE,TRUE,TRUE
3588,202,72,72052,118900,30240,NA,W,3024,132,NA,1,1,4,2,1,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,720,2,1,1,3,NA,1,CHICAGO,60609,1509,0.6322067594433399,0,0.0291583830351226,0.2710404241219351,0.11597084161696487,14000,Chicago,0,0,1,0,0,0,GRAHAM,TILDEN HS,6.89,49250,FALSE,TRUE,TRUE
3589,234,28,28061,167190,27090,NA,W,6375,49,NA,3,1,6,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1199,2,1,4,NA,NA,NA,TINLEY PARK,60477,4246,0.7418747056052756,0,0.03320772491756948,0.22162034856335375,0.00659444182760245,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,65720,FALSE,TRUE,TRUE
3590,202,39,39250,92270,20790,NA,O,4620,68,NA,2,1,5,2,2,3,1,5,2,0,2,1,0,NA,NA,2,2,2,1,2,2,0,986,2,1,1,3,NA,NA,MERRIONETTE PARK,60803,6138,0.5008145975887911,0.22531769305962857,0.01401107852720756,0.25545780384490063,0.00879765395894428,48554,Merrionette Park,0,0,1,0,0,0,SCHOOL DISTRICT  125,COMMUNITY HIGH SCHOOL  218,11.811,49014,FALSE,TRUE,TRUE
3591,203,72,72191,96500,60180,NA,W,7524,65,NA,2,1,5,3,1,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1009,2,1,1,3,NA,NA,CHICAGO,60652,6638,0.1104248267550467,0.1544139801144923,0.01988550768303705,0.6999096113287134,0.03073214823742091,14000,Chicago,0,0,1,0,0,0,STEVENSON,BOGAN HS,6.934,64659,FALSE,TRUE,TRUE
3592,203,31,31020,152240,27720,NA,W,5040,70,NA,2,1,6,3,1,3,1,5,2,0,2,1,0,2,NA,2,2,3,1,2,2,0,1159,2,1,1,3,NA,NA,BELLWOOD,60104,5922,0.03917595406957109,0.6761229314420804,0.02043228638973319,0.2595406957109085,0.00945626477541371,04975,Bellwood,0,0,4,1,0,0,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,19.016,61484,FALSE,TRUE,TRUE
3593,203,21,21011,201400,81770,NA,W,7434,67,NA,2,1,5,3,4,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1108,2,1,1,NA,NA,NA,HINSDALE,60521,2196,0.6935336976320583,0.00774134790528233,0.1935336976320583,0.0965391621129326,0.01730418943533697,35307,Hinsdale,0,0,1,0,0,0,SCHOOL DISTRICT C C  181,HINSDALE TOWNSHIP HIGH SCHOOL  86,7.213,218000,FALSE,TRUE,TRUE
3594,203,72,72221,63590,56220,NA,T,8650,99,NA,2,1,4,3,1,1,1,5,2,0,1,1,1,2,2,2,2,2,1,2,2,0,1188,2,1,1,3,NA,NA,CHICAGO,60620,2310,0,0.9696969696969696,0.00259740259740259,0.0277056277056277,0,14000,Chicago,0,0,1,0,0,1,CUFFE,HIRSCH HS,6.873317191283292,41985,FALSE,TRUE,TRUE
3595,203,11,11020,130350,36850,NA,W,3780,97,NA,2,1,5,2,1,3,1,5,1,0,1,1,0,2,2,2,2,7,NA,NA,NA,0,1026,2,1,1,3,NA,1,BERWYN,60402,5462,0.28890516294397656,0.03075796411570853,0.04998169168802637,0.6094837056023434,0.03698279018674478,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.144,66771,FALSE,FALSE,TRUE
3596,202,31,31032,115470,29480,NA,W,5360,95,NA,4,1,5,2,1,1,1,5,2,0,1,1,1,NA,NA,2,2,3,1,2,2,0,857,2,1,1,3,NA,NA,BELLWOOD,60104,3294,0.06041287188828172,0.7292046144505161,0,0.14996964177292046,0.08955676988463873,04975,Bellwood,0,0,1,0,0,0,SCHOOL DISTRICT 88,PROVISO TOWNSHIP HIGH SCHOOL 209,19.52,63141,FALSE,TRUE,TRUE
3597,295,25,25052,300970,38050,NA,W,2927,30,NA,1,1,6,3,1,3,1,5,1,1,3,2,1,2,1,2,2,3,1,1,2,0,2244,2,1,2,NA,NA,NA,NORTHBROOK,60062,5600,0.8053571428571429,7.142857142857143e-4,0.14625,0.02553571428571428,0.04428571428571428,53481,Northbrook,0,0,1,0,0,1,SCHOOL DISTRICT 27,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.599,138992,FALSE,TRUE,TRUE
3598,203,37,37101,49890,20250,NA,W,5400,59,NA,2,1,5,3,2,3,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1147,2,1,1,NA,NA,NA,CALUMET CITY,60409,5676,0.13178294573643412,0.6321353065539113,0,0.2225158562367865,0.02713178294573643,10487,Calumet City,0,0,6,1,0,0,SCHOOL DISTRICT 157,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,25.497,39375,FALSE,TRUE,TRUE
3599,211,31,31050,317080,41040,NA,W,6840,59,6,2,1,16,8,1,1,1,5,2,0,3,6,0,2,NA,2,2,7,NA,NA,NA,0,3510,2,2,2,NA,NA,NA,MELROSE PARK,60160,4009,0.3764030930406585,0.13519580942878523,0.02843601895734597,0.4567223746570217,0.00648540783237715,48242,Melrose Park,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,11.117,52357,FALSE,FALSE,TRUE
3600,206,73,73031,497970,168860,NA,W,3671,107,NA,2,2,8,5,1,1,2,5,1,2,3,6,2,2,2,2,2,4,1,2,2,0,2496,2,1,2,NA,1,NA,CHICAGO,60640,3061,0.6246324730480235,0.11858869650441033,0.1110748121528912,0.1156484808885985,0.0558640967004247,14000,Chicago,0,0,1,0,0,1,CHAPPELL,AMUNDSEN HS,6.89,95958,FALSE,TRUE,TRUE
3601,211,72,72091,41660,20310,NA,W,3125,132,2,1,1,7,4,1,3,2,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,1544,2,2,2,3,NA,NA,CHICAGO,60621,1333,0.01650412603150787,0.945986496624156,0,0.03750937734433608,0,14000,Chicago,0,0,6,1,0,1,HOLMES,HOPE HS,6.89,23675,FALSE,TRUE,TRUE
3602,205,31,31050,197490,39000,NA,W,6500,64,NA,3,1,7,4,3,1,1,5,1,0,3,2,1,2,NA,2,2,3,3,1,1,0,1918,2,1,2,NA,NA,NA,MELROSE PARK,60160,4009,0.3764030930406585,0.13519580942878523,0.02843601895734597,0.4567223746570217,0.00648540783237715,48242,Melrose Park,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,11.117,52357,FALSE,TRUE,TRUE
3603,203,21,21084,176830,100000,NA,W,20000,66,NA,1,1,5,3,4,3,1,5,2,1,3,2,0,2,NA,2,2,3,1,1,2,0,1293,2,1,1,NA,NA,NA,LA GRANGE,60525,4113,0.6836858740578653,0.06467298808655482,0.00607828835399951,0.2314612205203015,0.02820325796255774,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  106,LYONS TOWNSHIP HIGH SCHOOL  204,7.994,60000,FALSE,TRUE,TRUE
3604,210,75,75021,160600,44760,NA,T,2633,68,NA,2,1,6,3,1,3,1,5,2,0,3,1,1,2,NA,2,2,7,NA,NA,NA,0,1379,2,1,2,NA,NA,NA,CHICAGO,60645,6131,0.574294568585875,0.09297015168814222,0.2174196705268309,0.05676072418854999,0.08155276463872126,14000,Chicago,0,0,6,0,0,0,WEST RIDGE,MATHER HS,6.857803738317757,41308,FALSE,FALSE,TRUE
3605,211,70,70070,231150,94050,AV,W,8550,109,6,2,2,36,18,1,3,1,5,2,0,3,6,4,2,2,2,2,7,NA,NA,NA,0,9648,2,2,3,NA,NA,NA,CHICAGO,60637,1131,0.1856763925729443,0.5817860300618921,0.14942528735632185,0.0610079575596817,0.04420866489832007,14000,Chicago,0,0,1,0,0,0,FISKE,HYDE PARK HS,6.88386464826358,12306,FALSE,FALSE,TRUE
3606,207,18,18012,194500,44940,NA,O,5992,26,NA,1,1,6,3,1,1,1,5,2,1,3,2,1,2,2,2,2,3,1,1,1,0,1944,2,1,2,NA,NA,NA,BARTLETT,60103,12447,0.544629227926408,0.02024584237165582,0.26351731340885354,0.1408371495139391,0.04997188077448381,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.245,97684,FALSE,TRUE,TRUE
3607,278,71,71082,369720,69300,NA,W,3150,6,NA,1,1,8,4,1,1,1,5,1,0,3,3,1,2,2,2,2,3,1,2,2,0,2238,2,1,2,NA,NA,NA,CHICAGO,60618,3870,0.2434108527131783,0.06279069767441861,0.12739018087855297,0.5361757105943152,0.04857881136950904,14000,Chicago,0,0,6,1,0,0,HENRY,ROOSEVELT HS,6.901516611295682,56190,FALSE,TRUE,TRUE
3608,205,72,72200,115720,37800,NA,W,4725,75,NA,2,2,7,3,1,1,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1072,2,1,2,NA,NA,NA,CHICAGO,60652,4498,0.1051578479324144,0.5969319697643397,0,0.2979101823032459,0,14000,Chicago,0,0,1,0,0,0,CARROLL,BOGAN HS,6.949,68935,FALSE,TRUE,TRUE
3609,234,20,20040,243890,62640,NA,T,7370,67,NA,3,1,5,3,3,1,2,5,1,0,2,1,1,NA,NA,2,2,2,1,2,2,0,1132,2,1,4,3,NA,NA,PARK RIDGE,60068,1983,0.9470499243570348,0.00100857286938981,0.01059001512859304,0.03429147755925366,0.01412002017145738,57875,Park Ridge,1,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,9.116,115417,FALSE,TRUE,TRUE
3610,203,31,31160,183280,32500,NA,T,5000,68,NA,2,1,5,3,1,1,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1017,2,1,1,3,NA,NA,BROOKFIELD,60513,5502,0.8009814612868048,0.01035986913849509,0.02998909487459105,0.1395856052344602,0.03816793893129771,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,13.524,84053,FALSE,TRUE,TRUE
3611,211,20,20080,301800,30240,AV,W,3360,62,3,2,2,12,5,1,2,2,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,2828,2,2,2,NA,NA,NA,ELMWOOD PARK,60707,5102,0.6758134065072521,0.02058016464131713,0.06566052528420227,0.2285378283026264,0.01881615052920423,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,73462,FALSE,FALSE,TRUE
3612,203,72,72071,78330,30000,NA,W,3750,97,NA,2,1,5,3,1,1,2,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,1110,2,1,1,3,NA,1,CHICAGO,60629,5622,0.01262895766631092,0.5499822127356813,1.7787264318747776e-4,0.4372109569548204,0,14000,Chicago,0,0,1,0,0,0,MORRILL,GAGE PARK HS,6.934,26498,FALSE,TRUE,TRUE
3613,202,37,37024,36030,19840,NA,W,5292,72,NA,2,1,6,3,1,3,2,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,760,2,1,1,NA,NA,NA,DOLTON,60419,6330,0.0693522906793049,0.8759873617693523,0.00505529225908372,0.0372827804107425,0.02464454976303317,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,30.059,41653,FALSE,TRUE,TRUE
3614,202,70,70111,62370,32200,NA,W,4025,98,NA,2,1,5,3,1,1,1,5,2,0,3,1,0,2,2,2,2,1,1,2,2,0,880,2,1,1,NA,NA,NA,CHICAGO,60619,2707,0.00738825267824159,0.907277428888068,0,0.07092722571111933,0.02881418544514222,14000,Chicago,0,0,1,0,0,0,DENEEN,ROBESON HS,6.88386464826358,39853,FALSE,TRUE,TRUE
3615,203,25,25090,260380,132370,NA,W,10806,60,NA,3,1,6,3,1,3,1,5,1,1,3,2,0,2,NA,2,2,1,2,1,1,0,1686,2,1,1,NA,NA,NA,NORTHFIELD,60093,5742,0.8650296064089168,0,0.1250435388366423,0.00731452455590386,0.00522466039707419,53663,Northfield,0,0,1,0,0,0,SCHOOL DISTRICT 29,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.296179104477612,140789,FALSE,TRUE,TRUE
3616,203,72,72091,34750,20310,NA,W,3125,119,NA,2,5,6,3,1,3,1,2,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1230,2,1,1,NA,NA,NA,CHICAGO,60636,884,0.03619909502262444,0.9309954751131222,0,0.02714932126696832,0.00565610859728506,14000,Chicago,0,0,1,0,0,0,NICHOLSON TECH ACAD,HOPE HS,6.873317191283292,22143,FALSE,FALSE,TRUE
3617,295,77,77120,490840,39400,NA,W,1159,21,NA,2,1,6,2,2,3,1,5,1,0,3,2,1,2,2,2,2,3,2,1,1,0,1838,2,1,3,NA,NA,NA,CHICAGO,60642,3358,0.6947587849910661,0.10512209648600356,0.05747468731387731,0.0985705777248362,0.08814770696843359,14000,Chicago,0,0,1,0,0,0,OGDEN,WELLS HS,6.89,132794,FALSE,TRUE,TRUE
3618,203,13,13080,105150,22350,NA,W,7450,78,NA,1,1,6,3,1,3,1,5,2,1,2,1,0,2,NA,2,2,3,1,2,2,0,1144,2,1,5,1,NA,NA,OAK FOREST,60452,6335,0.7818468823993686,0.03630623520126282,0.04972375690607734,0.1292817679558011,0.00568271507498026,54638,Oak Forest,0,0,1,0,0,0,SCHOOL DISTRICT  142,COMMUNITY HIGH SCHOOL  228,13.813,61461,FALSE,TRUE,TRUE
3619,278,71,71440,327530,56610,NA,T,4529,44,NA,2,1,7,4,2,3,1,5,1,0,3,2,0,NA,NA,2,2,2,2,1,2,0,2154,2,1,2,NA,NA,NA,CHICAGO,60631,6186,0.8013255738764953,0.00695118008406078,0.05124474620109925,0.10168121564823795,0.05690268347882315,14000,Chicago,1,0,1,0,0,0,EDISON PARK,TAFT HS,6.884772382397572,83197,FALSE,TRUE,TRUE
3620,203,11,11050,142710,50790,NA,W,4725,95,NA,2,1,6,4,1,1,2,5,2,0,2,1,0,1,2,2,2,3,1,2,2,0,1476,2,1,5,1,NA,NA,BERWYN,60402,4158,0.18085618085618085,0.03631553631553631,0.03102453102453102,0.7518037518037518,0,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,65182,FALSE,TRUE,TRUE
3621,203,12,12162,43880,21450,NA,W,7150,61,NA,1,1,7,4,2,3,1,5,1,0,3,2,1,2,2,2,2,3,3,1,2,0,1571,2,1,1,NA,NA,NA,SAUK VILLAGE,60411,4472,0.1815742397137746,0.6896243291592129,0.01453488372093023,0.11426654740608228,0,67769,Sauk Village,0,0,1,0,0,0,SCHOOL DISTRICT C C  168,BLOOM TOWNSHIP HIGH SCHOOL  206,15.233,38918,FALSE,TRUE,TRUE
3622,208,23,23150,941020,123750,NA,W,9900,11,NA,3,1,9,4,1,1,1,5,1,2,2,3,1,2,2,2,2,3,3,1,1,0,3809,2,1,2,1,NA,NA,WILMETTE,60091,5216,0.7772239263803681,0.00172546012269938,0.17561349693251535,0.01974693251533742,0.04946319018404908,82075,Wilmette,0,0,1,0,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,113299,TRUE,TRUE,TRUE
3623,202,72,72330,48750,20460,NA,O,3720,97,NA,1,1,4,2,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,923,2,1,1,NA,NA,NA,CHICAGO,60628,2720,0,0.9955882352941176,0,0.00441176470588235,0,14000,Chicago,0,0,1,0,0,0,"HUGHES, L",HARLAN HS,6.908,39787,FALSE,TRUE,TRUE
3624,208,10,10023,835390,116800,NA,W,58402,2,NA,2,4,10,5,1,1,1,5,1,2,2,4,1,2,1,2,2,8,2,1,1,0,4936,2,1,2,1,NA,NA,SOUTH BARRINGTON,60010,8784,0.6693989071038251,0.01434426229508196,0.2575136612021858,0.03483606557377049,0.02959927140255009,70564,South Barrington,0,0,1,0,0,0,COMMUNITY UNIT SCHOOL DISTRICT 220,COMMUNITY UNIT SCHOOL DISTRICT 220,7.257,148670,TRUE,TRUE,TRUE
3625,203,20,20050,133150,26250,NA,T,7500,72,NA,1,1,6,3,1,1,1,5,1,0,1,1,0,2,NA,2,2,1,1,1,2,0,1272,2,1,1,3,NA,1,NORTHLAKE,60164,5471,0.3586181685249497,0.01864375799670992,0.00402120270517272,0.6163407055382928,0.00365563882288429,53871,Northlake,0,0,1,0,0,0,SCHOOL DISTRICT 87,COMMUNITY HIGH SCHOOL  212,12.689,77566,FALSE,TRUE,TRUE
3626,202,70,70130,76380,33750,NA,W,3750,97,NA,1,1,5,2,1,3,1,5,2,0,2,1,0,2,NA,2,2,3,1,2,2,0,986,2,1,5,1,NA,NA,CHICAGO,60617,5584,0.0164756446991404,0.9618553008595988,0,0.01808739255014326,0.00716332378223495,14000,Chicago,0,0,1,0,0,0,WARREN,BOWEN HS,6.908,50426,FALSE,TRUE,TRUE
3627,202,20,20080,153700,34560,NA,T,3840,92,NA,2,1,5,2,1,3,2,5,2,0,1,1,0,NA,NA,2,2,1,1,2,2,0,932,2,1,1,3,NA,NA,ELMWOOD PARK,60707,5102,0.6758134065072521,0.02058016464131713,0.06566052528420227,0.2285378283026264,0.01881615052920423,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,73462,FALSE,TRUE,TRUE
3628,211,70,70080,95220,34020,NA,W,3780,97,2,2,1,9,4,1,3,2,5,2,0,3,2,1,2,2,2,2,3,2,2,2,0,2800,2,2,2,NA,NA,1,CHICAGO,60649,4249,0.0037655919039774,0.9757590021181456,0,0.0115321252059308,0.01788656154389268,14000,Chicago,0,0,1,0,0,1,MANN,CHICAGO VOCATIONAL HS,6.88386464826358,47727,FALSE,TRUE,TRUE
3629,203,20,20060,118430,38070,NA,W,6345,73,NA,1,1,5,3,1,3,1,5,1,0,1,1,1,2,2,2,2,2,1,2,2,0,1167,2,1,5,1,NA,1,FRANKLIN PARK,60131,4327,0.46313843309452274,0.00161774901779523,0.05569678761266467,0.46568061012248674,0.02218627224404899,27702,Franklin Park,0,0,1,0,0,0,SCHOOL DISTRICT  84,COMMUNITY HIGH SCHOOL  212,11.763,62014,FALSE,TRUE,TRUE
3630,211,77,77101,48140,61680,NA,W,5250,107,2,2,2,10,4,1,3,1,5,2,0,3,2,0,2,NA,2,2,7,NA,NA,NA,0,1986,2,2,2,NA,NA,NA,CHICAGO,60624,5772,0.02668052668052668,0.8172210672210672,0,0.15107415107415106,0.00502425502425502,14000,Chicago,0,0,1,0,0,0,"WARD, L",ORR HS,6.89,31888,FALSE,FALSE,TRUE
3631,203,37,37102,85790,17500,NA,T,5000,57,NA,2,1,5,3,1,3,2,5,2,0,3,1,0,NA,NA,2,2,3,2,2,2,0,1107,2,1,1,NA,NA,NA,LANSING,60438,4673,0.25144446822169914,0.5063128611170554,0,0.21634924031671304,0.05178686068906484,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,47844,FALSE,TRUE,TRUE
3632,295,13,13170,182390,8710,NA,W,2179,29,NA,3,1,5,2,1,3,1,5,1,1,3,2,1,2,1,2,2,3,3,1,1,0,1983,2,1,2,NA,NA,NA,TINLEY PARK,60477,3956,0.7997977755308392,0.0538422649140546,0.01617795753286147,0.11425682507583418,0.03185035389282103,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT C C  146,COMMUNITY HIGH SCHOOL  228,14.44,65216,FALSE,TRUE,TRUE
3633,208,23,23132,1071330,247360,NA,W,14135,14,NA,2,4,9,4,3,1,1,5,1,3,3,4,2,2,1,2,2,5,2,1,1,0,3843,2,1,2,NA,NA,NA,WILMETTE,60091,4861,0.8543509565932935,0.00761160255091545,0.08331619008434478,0.02962353425221148,0.05019543303846945,82075,Wilmette,0,0,1,0,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,196371,TRUE,TRUE,TRUE
3634,278,28,28015,290260,69000,NA,W,12000,21,NA,3,1,9,4,1,3,1,5,1,1,3,2,1,2,1,2,2,5,2,1,1,0,2695,2,1,2,NA,NA,NA,ORLAND PARK,60467,5713,0.8767722737615964,0.00350078767722737,0.0869945737791003,0.02678102573078943,0.01190267810257307,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,98854,FALSE,TRUE,TRUE
3635,203,72,72150,61010,30240,NA,W,3780,94,NA,2,1,5,3,1,3,2,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1154,2,1,1,3,NA,1,CHICAGO,60629,5157,0.00523560209424083,0.8576691875121194,0.00174520069808027,0.12371533837502424,0.02326934264107039,14000,Chicago,0,0,1,0,0,0,MCKAY,GAGE PARK HS,6.934,31310,FALSE,TRUE,TRUE
3636,205,17,17043,565880,125870,NA,T,6993,65,NA,4,1,7,4,3,1,1,5,2,2,3,2,1,2,2,2,2,3,1,2,2,0,2138,1,1,2,NA,NA,NA,EVANSTON,60201,5358,0.5949981336319522,0.03098170959313176,0.2562523329600597,0.1026502426278462,0.02743561030235162,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,52283,FALSE,TRUE,TRUE
3637,203,71,71021,235790,75680,NA,W,4730,66,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,2,NA,2,2,1,2,1,2,0,1116,2,1,1,NA,NA,NA,CHICAGO,60646,6516,0.6887661141804788,0.00751995089011663,0.16574585635359115,0.11832412523020258,0.0392879066912216,14000,Chicago,0,0,1,0,0,1,SAUGANASH,TAFT HS,6.901516611295682,123818,FALSE,TRUE,TRUE
3638,211,77,77102,148540,38180,AV,W,3250,97,6,2,2,21,12,1,3,2,5,2,0,3,6,0,2,NA,2,2,7,NA,NA,NA,0,5034,2,2,3,NA,NA,NA,CHICAGO,60624,2533,0,0.9581523884721674,0,0.02724042637189103,0.01460718515594157,14000,Chicago,0,0,1,0,0,0,LAWNDALE,MANLEY HS,6.913,21198,FALSE,FALSE,TRUE
3639,211,77,77091,94670,45400,NA,W,3864,122,2,2,2,7,5,1,3,1,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,3012,2,2,2,NA,NA,NA,CHICAGO,60623,2847,0.01088865472427116,0.9469617140850016,0.00737618545837723,0.0273972602739726,0.00737618545837723,14000,Chicago,0,0,2,0,0,0,JOHNSON,MANLEY HS,6.913,28807,FALSE,FALSE,TRUE
3640,211,76,76060,125870,70560,NA,O,3528,96,2,2,1,9,4,1,3,1,5,2,0,1,2,0,2,NA,2,2,3,1,2,2,0,1764,2,2,2,3,NA,1,CHICAGO,60608,3135,0.16810207336523125,6.379585326953748e-4,0.4165869218500798,0.4105263157894737,0.00829346092503987,14000,Chicago,0,0,6,1,0,0,GREENE,KELLY HS,6.89,44861,FALSE,TRUE,TRUE
3641,211,77,77011,227000,58030,NA,T,5952,97,4,2,1,18,12,1,3,1,5,2,0,3,6,0,2,2,2,2,3,1,2,2,0,5470,2,2,2,NA,NA,NA,CHICAGO,60651,5396,0,0.7981838398813936,0,0.16716085989621943,0.04058561897702002,14000,Chicago,0,0,1,0,0,0,LEWIS,ORR HS,6.89,40349,FALSE,TRUE,TRUE
3642,203,72,72200,113690,50320,NA,W,6291,69,NA,2,1,6,3,1,1,2,5,2,2,3,1,0,NA,NA,2,2,3,2,1,2,0,1216,2,1,1,NA,NA,NA,CHICAGO,60652,6994,0.03002573634543895,0.8311409779811266,0.00943665999428081,0.0550471832999714,0.14869888475836432,14000,Chicago,0,0,1,0,0,1,CARROLL,BOGAN HS,6.949,66886,FALSE,TRUE,TRUE
3643,203,22,22180,178400,48620,NA,W,7480,107,NA,1,1,8,4,1,3,1,5,1,0,1,2,1,2,2,2,2,3,1,2,2,0,1731,2,1,5,1,NA,NA,DES PLAINES,60016,4670,0.7366167023554604,0.05032119914346895,0.09229122055674518,0.09593147751605996,0.04967880085653105,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,49359,FALSE,TRUE,TRUE
